City Code Descriptio,Special Process Indi,BIDING AMMOUNT
BHAGWANGOLA,1164,362
BHAINA,1164,773
BHAINA,1167,771
BHAINA,1166,766
BHAJANGHAT,1164,810
BHAJANGHAT,1167,808
BHAJANGHAT,1166,803
BHAKURI,1166,394
BHAKURI,1167,399
BHAKURI,1164,403
BHALUKA BATTALA,1167,669
BHALUKA BATTALA,1164,671
BHALUKA BATTALA,1166,664
BHALUKA BAZAR,1166,664
BHALUKA BAZAR,1164,671
BHALUKA BAZAR,1167,669
BHANDARHATI,1164,829
BHANGAKUTHI,1164,669
BHAPTA,1166,439
BHAPTA,1164,447
BHAPTA,1167,444
BHARATPUR,1164,527
BHARATPUR,1167,524
BHARATPUR,1166,519
BHATAR,1164,659
BHEDIA,1164,659
BHIMGARH,1167,644
BHIMGARH,1166,639
BHIMGARH,1164,647
BHIMPUR,1164,408
BHIMPUR,1167,404
BHIMPUR,1166,399
BHUPATI NAGAR,1164,994
BIDHANNAGAR,1164,850
BILASPUR,1167,778
BILASPUR,1166,770
BILASPUR,1164,788
BILKUMARI,1167,625
BILKUMARI,1164,629
BILKUMARI,1166,620
BINODIA,1166,534
BINODIA,1167,539
BINODIA,1164,542
BIPROTIKURI,1164,595
BIPROTIKURI,1167,593
BIPROTIKURI,1166,588
BIRCHANDRAPUR,1167,459
BIRCHANDRAPUR,1164,463
BIRCHANDRAPUR,1166,455
BIRNAGAR,1166,724
BIRNAGAR,1164,731
BIRNAGAR,1167,729
BIROHI,1164,808
BIROHI,1167,806
BIROHI,1166,801
BIRPUR,1164,709
BIRPUR,1166,702
BIRPUR,1167,707
BISHNUPUR(SNT),1164,433
BISHNUPUR(SNT),1167,430
BISHNUPUR(SNT),1166,425
BISWARAMBHA,1164,704
BOLPUR,1166,520
BOLPUR,1167,525
BOLPUR,1164,528
BONGAON,1164,785
BONGAON,1167,783
BONGAON,1166,778
BORAL,1164,917
BOREYA (BARNIA),1167,535
BOREYA (BARNIA),1164,538
BOREYA (BARNIA),1166,530
BORO ANDULIA,1166,603
BORO ANDULIA,1167,608
BORO ANDULIA,1164,610
BORO ITNA,1164,636
BORO ITNA,1166,627
BORO ITNA,1167,632
BOROCHANDGHAR,1167,612
BOROCHANDGHAR,1166,608
BOROCHANDGHAR,1164,615
BORONALDA,1164,598
BORONALDA,1167,596
BORONALDA,1166,591
BORTOLI,1166,557.38
BORTOLI,1164,597.26
BORTOLI,1167,572.54
BOYRA (HELANCHA),1164,850
BOYRA (HELANCHA),1166,844
BOYRA (HELANCHA),1167,849
BRLERHALT STATION,1166,664
BRLERHALT STATION,1164,671
BRLERHALT STATION,1167,669
BUDBUD,1164,704
BUJUNG,1167,364
BUJUNG,1166,359
BUJUNG,1164,368
BULBULITALA,1164,764
BUNIYADPUR,1167,627
BUNIYADPUR,1166,622
BUNIYADPUR,1164,631
BURDWAN,1164,674
BURDWAN-DEWANDIGHI,1164,692
BUROSIBTALA,1164,856
BURWAN,1167,399
BURWAN,1166,394
BURWAN,1164,403
CHAITANYAPUR,1164,971
CHAITPUR,1164,441
CHAITPUR,1167,438
CHAITPUR,1166,433
CHAKBIHARI,1167,562
CHAKBIHARI,1164,565
CHAKBIHARI,1166,557
CHAKDAH,1164,795
CHAKDAH,1166,788
CHAKDAH,1167,793
CHAKDIGHI,1164,825
CHAKPARA,1164,463
CHAKPARA,1166,455
CHAKPARA,1167,459
CHAMAGRAM,1166,495
CHAMAGRAM,1164,503
CHAMAGRAM,1167,500
CHAMTIBAGAN,1167,333
CHAMTIBAGAN,1164,337
CHAMTIBAGAN,1166,328
CHANAK,1164,274
CHANAK,1166,264
CHANAK,1167,269
CHANCHOL,1166,728
CHANCHOL,1164,739
CHANCHOL,1167,733
CHANDANNAGAR,1164,805
CHANDAR MORE,1167,348
CHANDAR MORE,1166,344
CHANDAR MORE,1164,352
CHANDERGHAT,1166,702
CHANDERGHAT,1167,707
CHANDERGHAT,1164,709
CHANDNI CHAK,1164,220
CHANDNI CHAK,1167,218
CHANDNI CHAK,1166,216
CHANDPARA,1164,802
CHANDPUR,1166,629
CHANDPUR,1167,634
CHANDPUR,1164,638
CHANDRAPUR,1164,704
CHAPRA,1166,779
CHAPRA,1164,786
CHAPRA,1167,784
CHARMAJDIA,1167,808
CHARMAJDIA,1166,803
CHARMAJDIA,1164,810
CHATNA,1164,805
CHATRA,1166,360
CHATRA,1167,365
CHATRA,1164,369
CHHAPGHATI,1164,265
CHHAPGHATI,1167,260
CHHAPGHATI,1166,255
CHINPAI,1167,593
CHINPAI,1166,588
CHINPAI,1164,595
CHIRIAMORE,1164,891
CHITTARANJAN,1164,804
CHOA,1164,482
CHOA,1167,479
CHOA,1166,474
CHOPRA,1167,1043
CHOPRA,1164,1043
CHOPRA,1166,1038
CHOTO ITNA,1167,603
CHOTO ITNA,1166,598
CHOTO ITNA,1164,605
CHOTOTURIGRAM,1164,463
CHOTOTURIGRAM,1166,455
CHOTOTURIGRAM,1167,459
CHOWHATTA,1166,534
CHOWHATTA,1167,539
CHOWHATTA,1164,542
CHOWRIGACHA,1164,464
CHOWRIGACHA,1166,456
CHOWRIGACHA,1167,460
CHUAPUR,1164,363
CHUAPUR,1166,354
CHUAPUR,1167,359
COOPERS CAMP,1167,768
COOPERS CAMP,1164,770
COOPERS CAMP,1166,764
CHAKULIA,1167,909
CHAKULIA,1166,904
CHAKULIA,1164,909
CHOWTARA,1164,802
CHALKI,1164,850
CHALKI,1167,849
CHALKI,1166,844
CHAPABERIA,1164,878
CHAPABERIA,1167,877
CHAPABERIA,1166,872
CHITRASALI,1167,669
CHITRASALI,1166,664
CHITRASALI,1164,671
CHANDPARA (SNT),1167,371
CHANDPARA (SNT),1166,366
CHANDPARA (SNT),1164,375
CHANDRA,1167,717
CHANDRA,1164,719
CHANDRA,1166,712
CHAR MOKTAPPUR,1167,574
CHAR MOKTAPPUR,1164,576
CHAR MOKTAPPUR,1166,569
CHUPIPOTA,1164,595
CHUPIPOTA,1166,588
CHUPIPOTA,1167,593
CHAK BAHADURPUR,1164,494
CHAK BAHADURPUR,1167,491
CHAK BAHADURPUR,1166,486
DADPUR,1166,817
DADPUR,1164,824
DADPUR,1167,822
DAHAPARA,1167,331
DAHAPARA,1164,335
DAHAPARA,1166,326
DAKBANGLA,1167,437
DAKBANGLA,1166,432
DAKBANGLA,1164,440
DAKSHINGRAM,1166,425
DAKSHINGRAM,1164,433
DAKSHINGRAM,1167,430
DAKSHINKANDA,1166,524
DAKSHINKANDA,1167,529
DAKSHINKANDA,1164,532
DAKSHINPARA,1166,664
DAKSHINPARA,1164,671
DAKSHINPARA,1167,669
DANGAL,1164,801
DARERMATH,1164,538
DARERMATH,1166,530
DARERMATH,1167,535
DASGHARA,1164,800
DASKALGRAM,1167,593
DASKALGRAM,1166,588
DASKALGRAM,1164,595
DASNAGAR,1164,878
DATINA,1166,639
DATINA,1164,647
DATINA,1167,644
DAULATPUR,1166,688
DAULATPUR,1164,695
DAULATPUR,1167,693
DAYERBAZAR,1164,709
DAYERBAZAR,1166,702
DAYERBAZAR,1167,707
DEBAGRAM,1164,615
DEBAGRAM,1167,612
DEBAGRAM,1166,608
DEBAIPUR,1164,394
DEBAIPUR,1166,378
DEBAIPUR,1167,388
DEBIPUR,1166,756
DEBIPUR,1167,761
DEBIPUR,1164,762
DEBIPUR (NASHIPUR),1166,448
DEBIPUR (NASHIPUR),1164,456
DEBIPUR (NASHIPUR),1167,453
DEBOGRAM,1164,467
DEBOGRAM,1167,463
DEBOGRAM,1166,459
DEBRA,1164,951
DEOUCHA,1164,526
DEOUCHA,1167,523
DEOUCHA,1166,518
DESHALPUR,1164,629
DESHALPUR,1167,625
DESHALPUR,1166,620
DESHRA,1164,805
DEULTI,1164,950
DEWANSARAI,1166,281
DEWANSARAI,1167,286
DEWANSARAI,1164,291
DHAMAKHALI,1164,955
DHANANJOYPUR,1164,615
DHANANJOYPUR,1167,612
DHANANJOYPUR,1166,608
DHANIKALI,1164,785
DHANIRAMPUR,1164,579
DHANIRAMPUR,1166,572
DHANIRAMPUR,1167,577
DHANTALA,1167,793
DHANTALA,1166,788
DHANTALA,1164,795
DHARAMPUR,1164,377
DHARAMPUR,1166,369
DHARAMPUR,1167,374
DHARAMPUR-MLD,1166,530
DHARAMPUR-MLD,1167,535
DHARAMPUR-MLD,1164,538
DHARMADA,1166,702
DHARMADA,1167,707
DHARMADA,1164,709
DHARMADANGA,1164,474
DHARMADANGA,1166,466
DHARMADANGA,1167,471
DHATRIGRAM,1164,723
DHUBULIA,1166,602
DHUBULIA,1167,607
DHUBULIA,1164,609
DHULIAN,1164,371
DHULIAN,1166,362
DHULIAN,1167,367
DIGHALGRAM,1166,758
DIGHALGRAM,1167,763
DIGHALGRAM,1164,764
DIGNAGAR,1164,709
DIGNAGAR,1167,707
DIGNAGAR,1166,702
DIHA,1164,337
DIHA,1166,328
DIHA,1167,333
DOBAPARA,1167,519
DOBAPARA,1164,523
DOBAPARA,1166,514
DOHALIA,1167,459
DOHALIA,1166,455
DOHALIA,1164,463
DOMKOL,1166,513
DOMKOL,1164,522
DOMKOL,1167,518
DOSTIPUR,1164,861
DOULATABAD,1166,444
DOULATABAD,1164,452
DOULATABAD,1167,449
DUBRAJPUR,1164,578
DUBRAJPUR,1166,571
DUBRAJPUR,1167,576
DUNIGRAM,1167,459
DUNIGRAM,1164,463
DUNIGRAM,1166,455
DURGA CHOWK,1164,971
DURGAPUR-ITAHAR,1167,733
DURGAPUR-ITAHAR,1166,728
DURGAPUR-ITAHAR,1164,735
DURGAPUR-MLD,1166,646
DURGAPUR-MLD,1164,654
DURGAPUR-MLD,1167,651
DUTTAFULIA,1166,724
DUTTAFULIA,1164,731
DUTTAFULIA,1167,729
DALKHOLA,1164,919
DALKHOLA,1167,914
DALKHOLA,1166,910
DASPARA,1166,1087
DASPARA,1164,1094
DASPARA,1167,1092
DEBIGANJ,1164,910
DEBIGANJ,1166,904
DEBIGANJ,1167,909
DHANTOLA,1166,924
DHANTOLA,1164,931
DHANTOLA,1167,929
DHARAMPUR (UD),1166,955
DHARAMPUR (UD),1167,960
DHARAMPUR (UD),1164,966
DOMOHNA,1167,834
DOMOHNA,1164,836
DOMOHNA,1166,829
DEONAPUR,1167,480
DEONAPUR,1164,485
DEONAPUR,1166,475
DEBNATHPUR (TEHATTA),1164,709
DEBNATHPUR (TEHATTA),1166,702
DEBNATHPUR (TEHATTA),1167,707
DEBOGRAM (SNT),1166,588
DEBOGRAM (SNT),1167,593
DEBOGRAM (SNT),1164,595
DEVIPUR,1164,704
DURGAPUR (NADIA),1167,707
DURGAPUR (NADIA),1164,709
DURGAPUR (NADIA),1166,702
DHOLARHAT,1164,983
DAKGHAR,1164,926
DARALHAT,1167,765
DARALHAT,1166,760
DARALHAT,1164,766
DHOLIGAON,1164,1073
DHOLIGAON,1167,1072
DHOLIGAON,1166,1068
DWARIN,1167,739
DWARIN,1164,742
DWARIN,1166,734
DEBIPUR (MLD),1167,608
DEBIPUR (MLD),1166,603
DEBIPUR (MLD),1164,610
DHANSIMLA,1164,788
DURGAJAL,1164,764
DEBSALA,1164,764
DHORADAHA,1166,585
DHORADAHA,1167,590
DHORADAHA,1164,592
DOGACHHI,1167,574
DOGACHHI,1166,569
DOGACHHI,1164,576
DEBI PARULIA,1166,443
DEBI PARULIA,1164,451
DEBI PARULIA,1167,448
DHULAURI (LALGOLA),1164,353
DHULAURI (LALGOLA),1167,348
DHULAURI (LALGOLA),1166,343
ENGLISH BAZAR,1166,648
ENGLISH BAZAR,1164,658
ENGLISH BAZAR,1167,653
ERULI,1164,832
ERULI,1166,825
ERULI,1167,830
EKLAXMI,1164,807
FARAKKA,1167,447
FARAKKA,1166,442
FARAKKA,1164,452
FARAKKA / BALLALPUR,1166,392
FARAKKA / BALLALPUR,1167,397
FARAKKA / BALLALPUR,1164,401
FARIDPUR,1164,591
FATELLAPUR,1166,394
FATELLAPUR,1164,403
FATELLAPUR,1167,399
FULIA,1167,707
FULIA,1166,702
FULIA,1164,709
FULIDANGA,1164,526
FULIDANGA,1167,523
FULIDANGA,1166,518
FULKUSHMA,1164,951
FUTISANKO,1166,520
FUTISANKO,1167,525
FUTISANKO,1164,528
FULBARI (MLD),1166,792
FULBARI (MLD),1167,797
FULBARI (MLD),1164,799
FAZILNAGAR,1164,577
FAZILNAGAR,1166,570
FAZILNAGAR,1167,575
FATEPUR - MALDA,1164,657
FATEPUR - MALDA,1167,652
FATEPUR - MALDA,1166,645
GACHHABAZAR,1164,671
GACHHABAZAR,1166,664
GACHHABAZAR,1167,669
GADADHARPUR,1164,463
GAGANPUR,1167,328
GAGANPUR,1166,325
GAGANPUR,1164,332
GAIGHATA,1164,864
GAJDHARPARA,1166,354
GAJDHARPARA,1167,359
GAJDHARPARA,1164,363
GALIGRAM,1164,605
GALSI,1164,723
GALSI-2,1164,682
GANDAL,1164,820
GANDAL,1167,818
GANDAL,1166,813
GANGAPRASAD COLONY,1164,681
GANGAPRASAD COLONY,1166,667
GANGAPRASAD COLONY,1167,674
GANGARAMPUR,1166,698
GANGARAMPUR,1164,705
GANGARAMPUR,1167,703
GANNAPUR,1164,767
GANNAPUR,1166,761
GANNAPUR,1167,765
GANPUR,1167,462
GANPUR,1166,458
GANPUR,1164,466
GARAIMARI,1164,421
GARAIMARI,1166,413
GARAIMARI,1167,418
GAYESHPUR,1164,820
GAZNA (BAGULA),1164,773
GAZNA (BAGULA),1166,766
GAZNA (BAGULA),1167,771
GAZOLE,1166,622
GAZOLE,1164,631
GAZOLE,1167,627
GEDE,1164,849
GEDE,1166,842
GEDE,1167,847
GEOKHALI,1164,971
GERUPAHARI,1167,639
GERUPAHARI,1166,634
GERUPAHARI,1164,642
GHEEDAHA,1166,575
GHEEDAHA,1167,580
GHEEDAHA,1164,582
GHORAIPARA,1164,449
GHORAIPARA,1166,441
GHORAIPARA,1167,446
GHURISHA,1167,693
GHURISHA,1164,695
GHURISHA,1166,688
GHURNI,1166,702
GHURNI,1167,707
GHURNI,1164,709
GHUTIARY SHARIFF,1164,1009
GOAS,1164,482
GOAS,1166,474
GOAS,1167,479
GOBINDAPUR,1166,702
GOBINDAPUR,1164,709
GOBINDAPUR,1167,707
GOBRAHAT,1166,672
GOBRAHAT,1167,677
GOBRAHAT,1164,679
GOBRAPOTA,1164,671
GOBRAPOTA,1167,669
GOBRAPOTA,1166,664
GODHANPARA,1166,477
GODHANPARA,1164,485
GODHANPARA,1167,482
GOGHAT,1164,785
GOGHATA,1167,418
GOGHATA,1164,421
GOGHATA,1166,413
GOKARNA,1166,439
GOKARNA,1164,447
GOKARNA,1167,444
GOPALPOKHOR,1166,949
GOPALPOKHOR,1167,954
GOPALPOKHOR,1164,959
GOPALPUR,1167,459
GOPALPUR,1164,463
GOPALPUR,1166,455
GOPALPUR(MLD),1167,585
GOPALPUR(MLD),1166,580
GOPALPUR(MLD),1164,587
GOPGRAM,1164,205
GOPGRAM,1167,201
GOPGRAM,1166,194
GOPI NAGAR,1164,763
GOPINATHPUR (GOAS),1164,519
GOPINATHPUR (GOAS),1166,510
GOPINATHPUR (GOAS),1167,515
GORBETA,1164,951
GORERGHAT,1164,801
GOURA,1164,891
GUPTI PARA,1164,686
GUSKARA,1164,704
GOAGAON,1167,799
GOAGAON,1164,801
GOAGAON,1166,794
GUNJERIA BAZAR,1166,842
GUNJERIA BAZAR,1164,849
GUNJERIA BAZAR,1167,847
GANGAPRASAD,1166,544
GANGAPRASAD,1164,552
GANGAPRASAD,1167,549
GURAP,1164,763
GARAGACHHI,1164,659
GANGPUR,1164,704
GERAPOTA(KALAMBAGAN),1164,759
GERAPOTA(KALAMBAGAN),1167,758
GERAPOTA(KALAMBAGAN),1166,753
GHOSHPUR,1164,818
GOCHARAN,1164,982
GOLABARI (COSRE),1164,819
GOPALNAGAR,1166,757
GOPALNAGAR,1164,763
GOPALNAGAR,1167,762
GOTAN,1164,793
GOURHATI,1164,834
GALIMPUR,1167,622
GALIMPUR,1166,617
GALIMPUR,1164,626
GUPINPUR,1164,704
GATRA,1166,719
GATRA,1164,726
GATRA,1167,724
GOAS (NADIA),1166,463
GOAS (NADIA),1164,472
GOAS (NADIA),1167,468
GOPALPUR GHAT,1166,598
GOPALPUR GHAT,1164,605
GOPALPUR GHAT,1167,603
GOLAPGANJ (K-CHAK),1164,518
GOLAPGANJ (K-CHAK),1166,507
GOLAPGANJ (K-CHAK),1167,512
GOBINDAPUR (HARIHAR),1164,515
HABIBPUR,1164,636
HABIBPUR,1167,632
HABIBPUR,1166,627
HABRA,1164,802
HAKIMPUR,1164,819
HALALPUR,1167,808
HALALPUR,1164,810
HALALPUR,1166,803
HALDIA,1164,971
HANSADANGA,1167,669
HANSADANGA,1166,664
HANSADANGA,1164,671
HANSKHALI,1164,709
HANSKHALI,1166,702
HANSKHALI,1167,707
HANSPUKUR,1166,608
HANSPUKUR,1167,612
HANSPUKUR,1164,615
HANSRA,1166,637
HANSRA,1164,645
HANSRA,1167,642
HARALA,1164,914
HARIDASPUR(BOL),1167,374
HARIDASPUR(BOL),1166,369
HARIDASPUR(BOL),1164,377
HARIHARPARA,1164,477
HARIHARPARA,1166,469
HARIHARPARA,1167,474
HARINGHATA,1167,808
HARINGHATA,1166,803
HARINGHATA,1164,810
HARIPAL,1164,819
HARIPUR,1167,681
HARIPUR,1166,676
HARIPUR,1164,683
HARIRAMPUR (MLD),1166,703
HARIRAMPUR (MLD),1167,708
HARIRAMPUR (MLD),1164,710
HARISHCHANDRAPUR,1166,786
HARISHCHANDRAPUR,1167,791
HARISHCHANDRAPUR,1164,796
HARISHPUR,1167,539
HARISHPUR,1166,534
HARISHPUR,1164,542
HARMASRA,1164,850
HASANPUR,1166,103
HASANPUR,1164,85
HASANPUR,1167,104
HATIA,1166,534
HATIA,1167,539
HATIA,1164,542
HATISHALA (SONPUKUR),1167,707
HATISHALA (SONPUKUR),1164,709
HATISHALA (SONPUKUR),1166,702
HATSERANDI,1167,644
HATSERANDI,1164,647
HATSERANDI,1166,639
HAZIGARH,1164,787
HAZRATPUR,1166,630
HAZRATPUR,1167,635
HAZRATPUR,1164,639
HELANCHA,1164,787
HELANCHA,1166,780
HELANCHA,1167,785
HEMATPUR,1164,709
HEMATPUR,1167,707
HEMATPUR,1166,702
HEMTABAD,1164,810
HEMTABAD,1167,805
HEMTABAD,1166,800
HERAMPUR,1167,479
HERAMPUR,1166,474
HERAMPUR,1164,482
HETAMPUR,1164,647
HETAMPUR,1166,639
HETAMPUR,1167,644
HILLI,1166,877
HILLI,1167,882
HILLI,1164,887
HIND MOTOR,1164,858
HIRAPUR,1164,820
HOGOLBERIA,1166,603
HOGOLBERIA,1167,608
HOGOLBERIA,1164,610
HUKOHARA,1166,510
HUKOHARA,1167,515
HUKOHARA,1164,519
HURA,1164,850
HATGOBINDAPUR,1164,723
HAZIPUR (BWN),1164,795
HEROBHANGA,1164,938
HABIBPUR (KNJ),1167,729
HABIBPUR (KNJ),1164,731
HABIBPUR (KNJ),1166,724
HALDIPARA,1164,773
HALDIPARA,1167,771
HALDIPARA,1166,766
HEMATPUR (BURD),1164,779
HRIDAYPUR,1164,810
HRIDAYPUR,1166,803
HRIDAYPUR,1167,808
HAPTIA GACHH,1166,1087
HAPTIA GACHH,1167,1092
HAPTIA GACHH,1164,1094
HIJAL,1166,450
HIJAL,1167,455
HIJAL,1164,458
ICHHAPUR,1166,702
ICHHAPUR,1167,707
ICHHAPUR,1164,709
IDRAKPUR,1164,377
IDRAKPUR,1166,369
IDRAKPUR,1167,374
ILAMBAZAR,1166,588
ILAMBAZAR,1167,593
ILAMBAZAR,1164,595
INDA,1164,951
INDRE,1164,542
INDRE,1166,534
INDRE,1167,539
ISLAMPORE,1164,477
ISLAMPORE,1167,474
ISLAMPORE,1166,469
ISLAMPUR,1167,1021
ISLAMPUR,1164,1026
ISLAMPUR,1166,1016
ITAGORIA,1164,542
ITAGORIA,1166,534
ITAGORIA,1167,539
ITAHAR,1167,794
ITAHAR,1166,789
ITAHAR,1164,798
JAGULIA,1166,702
JAGULIA,1164,709
JAGULIA,1167,707
JAIPUR,1164,916
JAJIGRAM,1164,605
JAJIGRAM(SNT),1164,377
JAJIGRAM(SNT),1167,374
JAJIGRAM(SNT),1166,369
JALANGI,1167,558
JALANGI,1166,553
JALANGI,1164,561
JAMALPUR,1164,786
JAMBANI,1164,981
JAMNA,1164,442
JANGIPARA,1164,819
JANGIPUR,1164,200
JANGIPUR,1167,200
JANGIPUR,1166,196
JASORA(K),1164,914
JATRAPUR,1164,671
JATRAPUR,1166,664
JATRAPUR,1167,669
JEMO KANDI,1164,441
JEMO KANDI,1166,433
JEMO KANDI,1167,438
JHALDA,1164,972
JHALDA-2,1164,938
JHILLI,1164,463
JHILLI,1166,455
JHILLI,1167,459
JIAGANJ,1164,435
JIAGANJ,1167,432
JIAGANJ,1166,427
JIBANTI,1167,395
JIBANTI,1164,399
JIBANTI,1166,390
JINJIRA BAZAR,1164,861
JOUGRAM,1164,807
JOYDEB,1164,639
JOYDEB,1166,630
JOYDEB,1167,635
JOYDEB MORE,1166,630
JOYDEB MORE,1167,635
JOYDEB MORE,1164,639
JOYDEV,1166,645
JOYDEV,1167,650
JOYDEV,1164,653
JOYGHATA,1166,844
JOYGHATA,1164,850
JOYGHATA,1167,849
JOYPUR,1164,819
JUNPUT,1164,994
JURANPUR,1166,550
JURANPUR,1164,558
JURANPUR,1167,555
JANTA HAT,1164,816
JANTA HAT,1166,809
JANTA HAT,1167,814
JHILJHILI,1164,886
JHILJHILI,1167,885
JHILJHILI,1166,880
JHITKA,1166,968
JHITKA,1164,975
JHITKA,1167,973
JIRAT,1164,763
JALALKHALI,1167,707
JALALKHALI,1166,702
JALALKHALI,1164,709
JAMTALA HAT,1164,970
JATSIRAM,1164,807
JHIKRA,1166,844
JHIKRA,1164,850
JHIKRA,1167,849
JOYRAMPUR (NADIA),1164,615
JOYRAMPUR (NADIA),1167,612
JOYRAMPUR (NADIA),1166,608
JOYPUR (MSD),1166,379
JOYPUR (MSD),1167,384
JOYPUR (MSD),1164,387
KABILPUR,1164,200
KABILPUR,1167,200
KABILPUR,1166,196
KABLEY,1164,802
KACHUJORE,1166,588
KACHUJORE,1167,593
KACHUJORE,1164,595
KAIKHALI,1164,819
KAKGRAM,1166,534
KAKGRAM,1167,539
KAKGRAM,1164,542
KALAMBAGAN,1167,849
KALAMBAGAN,1164,850
KALAMBAGAN,1166,844
KALESWAR,1167,525
KALESWAR,1164,528
KALESWAR,1166,520
KALIACHAK,1164,511
KALIACHAK,1166,500
KALIACHAK,1167,505
KALIAGANJ,1166,839
KALIAGANJ,1167,844
KALIAGANJ,1164,850
KALIGANJ,1167,560
KALIGANJ,1166,555
KALIGANJ,1164,563
KALINAGAR,1164,951
KALIPUR,1164,785
KALITALA,1167,479
KALITALA,1164,482
KALITALA,1166,474
KALITHA,1166,328
KALITHA,1167,333
KALITHA,1164,337
KALNA,1164,723
KALNA GATE,1164,683
KALNA-2,1164,762
KALUADIGHI,1166,580
KALUADIGHI,1167,585
KALUADIGHI,1164,587
KALYANESWARI,1164,769
KALYANPUR,1167,643
KALYANPUR,1164,646
KALYANPUR,1166,638
KAMAR PARA,1164,659
KAMARHATI,1164,891
KAMARPUKUR,1164,802
KAMRAGHAT,1167,459
KAMRAGHAT,1164,463
KAMRAGHAT,1166,455
KANAKPUR,1164,399
KANAKPUR,1167,395
KANAKPUR,1166,390
KANDI,1167,424
KANDI,1166,419
KANDI,1164,427
KANDRA - BIRB,1164,595
KANDRA - BIRB,1166,588
KANDRA - BIRB,1167,593
KANDRA - BURD,1164,556
KANDRADANGAL,1167,546
KANDRADANGAL,1164,549
KANDRADANGAL,1166,541
KANKARDANGA,1164,764
KANKARTALA,1164,540
KANKSA - 1,1164,764
KANTAGORIA,1164,779
KANTAGORIA,1167,777
KANTAGORIA,1166,772
KANTHALIA,1167,612
KANTHALIA,1166,608
KANTHALIA,1164,615
KANTHALPULI (CHAKDAH,1166,731
KANTHALPULI (CHAKDAH,1167,736
KANTHALPULI (CHAKDAH,1164,739
KAPASDANGA,1167,525
KAPASDANGA,1164,528
KAPASDANGA,1166,520
KARALAGHAT,1164,723
KARANDIGHI,1166,868
KARANDIGHI,1167,873
KARANDIGHI,1164,878
KARIDHYA,1167,525
KARIDHYA,1166,520
KARIDHYA,1164,528
KARIMPOR-2,1164,642
KARIMPOR-2,1167,639
KARIMPOR-2,1166,634
KARIMPUR,1164,598
KARIMPUR,1166,591
KARIMPUR,1167,596
KARNAJORA,1167,850
KARNAJORA,1166,845
KARNAJORA,1164,852
KASIMBAZAR,1167,497
KASIMBAZAR,1166,492
KASIMBAZAR,1164,502
KASTADANGA,1166,817
KASTADANGA,1164,824
KASTADANGA,1167,822
KASTHAGORA,1164,463
KASTHAGORA,1166,455
KASTHAGORA,1167,459
KATAGOBRA,1166,533
KATAGOBRA,1164,541
KATAGOBRA,1167,538
KATLAMARI,1167,554
KATLAMARI,1164,557
KATLAMARI,1166,549
KATWA,1164,605
KATWA-2,1164,563
KAZIPARA,1167,593
KAZIPARA,1166,588
KAZIPARA,1164,595
KECHEDANGA,1164,671
KECHEDANGA,1166,664
KECHEDANGA,1167,669
KENJAKURA,1164,805
KESAMNAGAR,1164,704
KETUGRAM,1167,644
KETUGRAM,1166,639
KETUGRAM,1164,647
KARUI,1164,768
KHALBOALIA,1166,803
KHALBOALIA,1164,810
KHALBOALIA,1167,808
KHANADIHI,1164,981
KHANAKUL,1164,802
KHANPUR,1164,801
KADUA (MSD),1164,273
KADUA (MSD),1166,263
KADUA (MSD),1167,268
KHARAGPUR,1164,938
KHARGRAM,1164,403
KHARGRAM,1167,399
KHARGRAM,1166,394
KATA KOPTA,1167,452
KATA KOPTA,1166,447
KATA KOPTA,1164,455
KISMATGADI,1166,193
KISMATGADI,1167,195
KISMATGADI,1164,197
KHARIBARI,1164,819
KHEJURI,1164,971
KHOIRASOL,1167,667
KHOIRASOL,1166,662
KHOIRASOL,1164,669
KHOYRASOLE,1166,588
KHOYRASOLE,1164,595
KHOYRASOLE,1167,593
KHUJUTIPARA,1167,576
KHUJUTIPARA,1164,578
KHUJUTIPARA,1166,571
KIRNAHAR,1166,520
KIRNAHAR,1167,525
KIRNAHAR,1164,528
KOIKHALI,1164,731
KOIKHALI,1166,724
KOIKHALI,1167,729
KOL CENTRAL,1164,861
KOLAGHAT,1164,951
KOMTHANA,1167,877
KOMTHANA,1166,872
KOMTHANA,1164,878
KOPAI,1166,532
KOPAI,1164,540
KOPAI,1167,537
KOTASUR,1164,528
KOTASUR,1167,525
KOTASUR,1166,520
KOTULPUR,1164,805
KRISHNAGANJ,1167,729
KRISHNAGANJ,1166,724
KRISHNAGANJ,1164,731
KRISHNANAGAR,1164,654
KRISHNANAGAR,1166,646
KRISHNANAGAR,1167,651
KRISHNAPUR,1164,855
KULGACHI,1166,702
KULGACHI,1164,709
KULGACHI,1167,707
KULGACHI (PLASSEY PA,1164,566
KULGACHI (PLASSEY PA,1166,558
KULGACHI (PLASSEY PA,1167,563
KULI,1166,432
KULI,1164,440
KULI,1167,437
KUMARGANJ,1167,795
KUMARGANJ,1166,787
KUMARGANJ,1164,799
KUMRADAHA GHAT,1164,403
KUMRADAHA GHAT,1166,394
KUMRADAHA GHAT,1167,399
KUMRI MATHPARA(KARIM,1164,629
KUMRI MATHPARA(KARIM,1166,620
KUMRI MATHPARA(KARIM,1167,625
KUMRUL,1164,848
KUNTIGHAT,1164,864
KUNUTIA,1164,463
KURMITHA,1166,588
KURMITHA,1167,593
KURMITHA,1164,595
KURUNNAHAR,1164,528
KURUNNAHAR,1166,520
KURUNNAHAR,1167,525
KUSHMANDI,1167,738
